"","V1","V2","long","lat"
"559","HAMPTON INN CHELSEA","108 WEST   24 STREET,MANHATTAN NY,10011",-73.9930909,40.7436362
"560","HAMPTON INN & SUITES","1120 SOUTH AVENUE,STATEN ISLAND NY,10314",-74.1788456,40.6130835
"561","HAMPTON INN - MANHATTAN TIMES SQUARE SOUTH","337 WEST   39 STREET,MANHATTAN NY,10018",-73.9928494,40.7562619
"562","HAMPTON INN  BROOKLYN","125 FLATBUSH AVENUE EXT,BROOKLYN NY,11201",-73.9838949,40.6956732
"563","HAMPTON INN","851 8 AVENUE,MANHATTAN NY,10019",-73.98595,40.7634278
"564","HAMPTON INN","320 PEARL STREET,MANHATTAN NY,10038",-74.0020318,40.7088951
"565","HAMPTON INN","54 WATTS STREET,MANHATTAN NY,10013",-74.0052534,40.7238863
"566","HAMPTON CHUTNEY, CO.","464 AMSTERDAM AVENUE,MANHATTAN NY,10024",-73.9769331,40.7854107
"567","HAMPTON CHUTNEY CO","143 GRAND ST,MANHATTAN NY,10013",-73.9995943,40.7200573
"568","HAMMOND'S","1033 NOSTRAND AVENUE,BROOKLYN NY,11225",-73.9507166,40.6630247
"569","HAMILTONS","2826 FORT HAMILTON PARKWAY,BROOKLYN NY,11218",-73.9772036,40.6485991
"570","HAMILTON'S SODA FOUNTAIN","51 BANK ST,MANHATTAN NY,10014",-74.003921,40.7369293
"571","HAMILTON DELI","1129 AMSTERDAM AVENUE,MANHATTAN NY,10025",-73.9609312,40.8064211
"572","HAMBURGER/CELEBRITY CHEF, UNCLE JACKS","4 PENN PLZ,MANHATTAN NY,10121",-73.993384,40.75048
"573","HAMBURGER/CELEBRITY CHEF","4 PENN PLZ,MANHATTAN NY,10121",-73.993384,40.75048
"574","HAMBURGER","4 PENN PLZ,MANHATTAN NY,10121",-73.993384,40.75048
"575","HAMACHI SUSHI & OKAMI","63A READE ST,MANHATTAN NY,10007",-74.0066613,40.7147811
"576","HAMACHI SUSHI"," 86TH ST,BROOKLYN NY,11214",-73.9964444,40.6034985
"577","HAMA","11 W 51ST ST,MANHATTAN NY,10019",-73.977638,40.759786
"578","HALYARDS","406 3 AVENUE,BROOKLYN NY,11215",-73.989847,40.673315
"579","HALSEY STREET GRILL","444 RALPH AVE,BROOKLYN NY,11233",-73.9222874,40.673887
"580","HALLO BERLIN","626 10 AVENUE,MANHATTAN NY,10036",-73.9940866,40.7611108
"581","HALLAL SANDWICH SHOP","2561 STEINWAY STREET,QUEENS NY,11103",-73.9126575,40.7663249
"582","HALFTIME GRILL","2112 FLATBUSH AVE,BROOKLYN NY,11234",-73.932558,40.618279
"583","HALF COURT SPORTS BAR","446 PARK PLACE,BROOKLYN NY,11238",-73.9630753,40.6753635
"584","Half and Half","353 WEST   57 STREET,MANHATTAN NY,10019",-73.9853258,40.767942
"585","HALE&HEARTY SOUPS","177 MADISON AVE,MANHATTAN NY,10016",-73.9829817,40.7473443
"586","HALE & HEARTY SOUP","685 3 AVENUE,MANHATTAN NY,10014",-73.9733374,40.7514179
"587","HALE & HEARTY SOUP","1562 3RD AVE,MANHATTAN NY,10128",-73.9533992,40.7800523
"588","HALE & HEARTY SOUP","655 6 AVENUE,MANHATTAN NY,10010",-73.994216,40.7414476
"589","HALE & HEARTY SOUP","345 7 AVENUE,MANHATTAN NY,10001",-73.9924049,40.7480212
"590","HALE & HEARTY SOUP","462 7 AVENUE,MANHATTAN NY,10018",-73.9902531,40.7519294
"591","HALE & HEARTY SOUP","745 7 AVENUE,MANHATTAN NY,10019",-73.9829073,40.7605394
"592","HALE & HEARTY SOUP","927 8 AVENUE,MANHATTAN NY,10019",-73.9841346,40.7654447
"593","HALE & HEARTY SOUP","75 9 AVENUE,MANHATTAN NY,10011",-74.0060838,40.7425547
"594","HALE & HEARTY SOUP","1100 AVENUE OF THE AMERICAS,MANHATTAN NY,10036",-73.9836866,40.7550567
"595","HALE & HEARTY SOUP","55 BROAD STREET,MANHATTAN NY,10004",-74.0108765,40.7052927
"596","HALE & HEARTY SOUP","1410 BROADWAY,MANHATTAN NY,10018",-73.9866958,40.7530381
"597","HALE & HEARTY SOUP","2284 BROADWAY,MANHATTAN NY,10024",-73.9780133,40.7858837
"598","HALE & HEARTY SOUP","32 COURT STREET,BROOKLYN NY,11201",-73.9911264,40.6929823
"599","HALE & HEARTY SOUP","12 E 46TH ST,MANHATTAN NY,10017",-73.9782714,40.7554338
"600","HALE & HEARTY SOUP","11 EAST   17 STREET,MANHATTAN NY,10003",-73.9911802,40.7377217
"601","HALE & HEARTY SOUP","40 EAST   23 STREET,MANHATTAN NY,10010",-73.9873337,40.7403372
"602","HALE & HEARTY SOUP","111 FULTON STREET,MANHATTAN NY,10038",-74.0065609,40.7099264
"603","HALE & HEARTY SOUP","55 GRAND CENTRAL TERMINAL,MANHATTAN NY,10017",-73.9772294,40.7527262
"604","HALE & HEARTY SOUP","369 LEXINGTON AVE,MANHATTAN NY,10017",-73.976401,40.7504865
"605","HALE & HEARTY SOUP","1129 LEXINGTON AVENUE,MANHATTAN NY,10075",-73.9589759,40.7744848
"606","HALE & HEARTY SOUP","466 LEXINGTON AVENUE,MANHATTAN NY,10017",-73.9746823,40.7536334
"607","HALE & HEARTY SOUP","630 LEXINGTON AVENUE,MANHATTAN NY,10022",-73.9712073,40.7588489
"608","HALE & HEARTY SOUP","849 LEXINGTON AVENUE,MANHATTAN NY,10065",-73.9654704,40.7655045
"609","HALE & HEARTY SOUP","286 MADISON AVENUE,MANHATTAN NY,10017",-73.9803915,40.7517681
"610","HALE & HEARTY SOUP","2 METROTECH CTR,BROOKLYN NY,11201",-73.9857147,40.693364
"611","HALE & HEARTY SOUP","432 PARK AVE S,MANHATTAN NY,10016",-73.9836641,40.7442987
"612","HALE & HEARTY SOUP","80 PINE STREET,MANHATTAN NY,10005",-74.0068218,40.7061616
"613","HALE & HEARTY SOUP","30 ROCKEFELLER PLAZA,MANHATTAN NY,10112",-73.9793564,40.7589426
"614","HALE & HEARTY SOUP","213 WEST   40 STREET,MANHATTAN NY,10018",-73.988645,40.7552071
"615","HALE & HEARTY SOUP","55 WEST   56 STREET,MANHATTAN NY,10019",-73.9767764,40.7635456
"616","HALE & HEARTY","350 HUDSON STREET,MANHATTAN NY,10014",-74.0068328,40.7276475
"617","HALDI","102 LEXINGTON AVE,MANHATTAN NY,10016",-73.9830072,40.7422627
"618","HALALOO","605 E 187TH ST,BRONX NY,10458",-73.887249,40.8555561
"619","HALAL TAIBA KENNEDY FRIED CHICKEN","162 E 174TH ST,BRONX NY,10457",-73.9091613,40.8447336
"620","HALAL PIZZA & FRIED CHICKEN","1036 CONEY ISLAND AVE,BROOKLYN NY,11230",-73.967024,40.6322919
"621","HALAL MUSA CHINESE FOOD","2023 WESTCHESTER AVENUE,BRONX NY,10462",-73.8568859,40.8338229
"622","HALAL KITCHEN","7112 GRAND AVE,QUEENS NY,11378",-73.8916595,40.7278209
"623","HALAL KITCHEN","4202A GREENPOINT AVE,QUEENS NY,11104",-73.9219952,40.7408832
"624","HALAL INDIAN FOOD & FALAFEL","6742 5TH AVE,BROOKLYN NY,11220",-74.02086,40.634593
"625","HALAL HUT FRIED CHICKEN & PIZZA","2280 BATHGATE AVE,BRONX NY,10457",-73.8917485,40.8543911
"626","HALAL HOT FRIED CHICKEN","1401 WHITE PLAINS ROAD,BRONX NY,10462",-73.8635142,40.8356014
"627","HALAL GYRO MANIA","2151 BATH AVE,BROOKLYN NY,11214",-73.9977929,40.5990289
"628","HALAL GYRO KING","1017 FOSTER AVENUE,BROOKLYN NY,11230",-73.9670728,40.6322624
"629","HALAL FRIED CHICKEN & PIZZA","141 PENNSYLVANIA AVE,BROOKLYN NY,11207",-73.89613,40.674296
"630","HALAL DYNASTY CHINESE & MALAYSIAN RESTAURANT","17233A HILLSIDE AVE,QUEENS NY,11432",-73.7892677,40.7123509
"631","HALAL COFFEE SHOP RESTAURANT","1150 SHERMAN AVENUE,BRONX NY,10456",-73.9167016,40.8323227
"632","HALAL BBQ CHICKEN","4128 MAIN ST,QUEENS NY,11355",-73.829437,40.757178
"633","HALAH KITCHEN","2135 2ND AVE,MANHATTAN NY,10029",-73.9409187,40.7931349
"634","HAKUBAI and JAZZ at KITANO","66 PARK AVENUE,MANHATTAN NY,10016",-73.9799716,40.7495879
"635","HAKKASAN","311 WEST   43 STREET,MANHATTAN NY,10036",-73.9900017,40.7584362
"636","HAKATA TONTON","76 CHRISTOPHER ST,MANHATTAN NY,10014",-74.0034102,40.7335081
"637","HAKATA TON TON","61 GROVE STREET,MANHATTAN NY,10014",-74.0033105,40.7333325
"638","HAKATA","231 EAST   53 STREET,MANHATTAN NY,10022",-73.9680153,40.7573404
"639","HAIROS NIGHT CLUB","8109 ROOSEVELT AVENUE,QUEENS NY,11372",-73.8799004,40.7480789
"640","HAIR OF THE DOG","168 ORCHARD STREET,MANHATTAN NY,10002",-73.9883848,40.7211971
"641","HAINA RESTAURANT","1712 UNIVERSITY AVE,BRONX NY,10453",-73.9179674,40.8485558
"642","HAILE BRISTRO","182 AVENUE B,MANHATTAN NY,10009",-73.9794471,40.7277979
"643","HAI SUN RESTAURANT","651 FLATBUSH AVENUE,BROOKLYN NY,11225",-73.9601248,40.6575803
"644","HAI CHENG RESTAURANT","108 ST NICHOLAS AVENUE,MANHATTAN NY,10026",-73.9523702,40.8026229
"645","HAHM JI BACH","4011 149TH PL,QUEENS NY,11354",-73.8149308,40.7630917
"646","HAGANE HIBACHI & JAPANESE GRILL","16102 CROSSBAY BOULEVARD,QUEENS NY,11414",-73.8394198,40.6556365
"647","HAE WON DAE RESTAURANT1","7532 BROADWAY,QUEENS NY,11373",-73.8896098,40.7457108
"648","HADRAMOUT RESTAURANT","172 ATLANTIC AVE,BROOKLYN NY,11201",-73.9938597,40.6898419
"649","HADO SUSHI","13840 86 AVENUE,QUEENS NY,11435",-73.8170817,40.707659
"650","HADJA MARLEY RESTAURANT","1139 FULTON STREET,BROOKLYN NY,11238",-73.956103,40.681447
"651","HADIYAH","17227 HILLSIDE AVE,QUEENS NY,11432",-73.7893913,40.7122016
"652","HADI RESTAURANT","683 CONEY ISLAND AVE,BROOKLYN NY,11218",-73.9688369,40.640831
"653","HADE BADE","89 EAST    2 STREET,MANHATTAN NY,10009",-73.9877712,40.7237534
"654","HACHI","631 GRAND STREET,BROOKLYN NY,11211",-73.9469097,40.7115545
"655","HABANERO CAFE MEXICAN GRILL","715 FLUSHING AVE,BROOKLYN NY,11206",-73.9440191,40.7006398
"656","HABANA TO GO","690 FULTON ST,BROOKLYN NY,11217",-73.9742084,40.6860562
"657","HABANA OUTPOST (Barclay Center)","620 ATLANTIC AVENUE,BROOKLYN NY,11217",-73.9752822,40.6826571
"658","HABANA OUTPOST","620 ATLANTIC AVENUE,BROOKLYN NY,11217",-73.9752822,40.6826571
"659","HABANA OUTPOST","757 FULTON STREET,BROOKLYN NY,11217",-73.9741851,40.6864272
"660","HAAT BAZAAR","3711 73RD ST,QUEENS NY,11372",-73.8923901,40.7484857
"661","HAANDI","113 LEXINGTON AVE,MANHATTAN NY,10016",-73.9824002,40.7424063
"662","HAAGEN-DAZS","1188 1 AVENUE,MANHATTAN NY,10065",-73.9592901,40.7628988
"663","HAAGEN-DAZS","109 7 AVENUE,BROOKLYN NY,11215",-73.9758064,40.6736423
"664","HAAGEN-DAZS","263 AMSTERDAM AVENUE,MANHATTAN NY,10023",-73.9812493,40.778724
"665","HAAGEN-DAZS","7040 AUSTIN ST,QUEENS NY,11375",-73.8456149,40.7203575
"666","HAAGEN-DAZS","2122 BARTOW AVENUE,BRONX NY,10475",-73.8256124,40.8684692
"667","HAAGEN-DAZS","2905 BROADWAY,MANHATTAN NY,10025",-73.9654263,40.8064456
"668","HAAGEN-DAZS","55 EAST    8 STREET,MANHATTAN NY,10003",-73.9934292,40.7311439
"669","HAAGEN-DAZS","16 FULTON ST,MANHATTAN NY,10038",-74.0035868,40.7066904
"670","HAAGEN-DAZS","5172 KINGS PLAZA,BROOKLYN NY,11234",-73.9210396,40.6103496
"671","HAAGEN-DAZS","120 MONTAGUE STREET,BROOKLYN NY,11201",-73.9946924,40.6946946
"672","HAAGEN-DAZS","9015 QUEENS BLVD,QUEENS NY,11373",-73.8705157,40.7344654
"673","HAAGEN-DAZS","9015 QUEENS BOULEVARD,QUEENS NY,11373",-73.8705157,40.7344654
"674","HAAGEN-DAZS","2655 RICHMOND AVENUE,STATEN ISLAND NY,10314",-74.1652624,40.5818776
"675","HAAGEN-DAZS","13620 ROOSEVELT AVENUE,QUEENS NY,11354",-73.8290939,40.759362
"676","HAAGEN- DAZS, BEER CART","2 PENN PLAZA,MANHATTAN NY,10121",-73.9921676,40.7499719
"677","HAAGEN DAZ","120 MONTAGUE ST,BROOKLYN NY,11201",-73.9946924,40.6946946
"678","HAAGAN DAZ","573 GRAND CONCOURSE,BRONX NY,10451",-73.9272883,40.8192782
"679","HAAB TAQUERIA","396 6 AVENUE,BROOKLYN NY,11215",-73.9830543,40.6694427
"680","HAAB","202 LEONARD STREET,BROOKLYN NY,11206",-73.947064,40.7109698
"681","HA HA","9212 4TH AVE,BROOKLYN NY,11209",-74.0305473,40.6180971
"682","HA BO KITCHEN","10211 SPRINGFIELD BOULEVARD,QUEENS NY,11429",-73.7355196,40.7135824
"683","H20 LOUNGE AND RESTAURANT","153-33 HILLSIDE AVENUE,QUEENS NY,11432",-73.803199,40.707841
"684","H&L BAGEL","8818 3 AVENUE,BROOKLYN NY,11209",-74.0320355,40.621633
"685","H.Q. LOUNGE","1609 NOSTRAND AVENUE,BROOKLYN NY,11226",-73.9489033,40.6467819
"686","H.K WONTON GARDEN","79 MULBERRY STREET,MANHATTAN NY,10013",-73.9992669,40.7164523
"687","H. J. M DELI","1380 BRONX RIVER AVE,BRONX NY,10472",-73.8797091,40.8333888
"688","H & Y BAKERY","2434 STILLWELL AVE,BROOKLYN NY,11223",-73.983974,40.58797
"689","H & L BAKERY","7026 NEW UTRECHT AVE,BROOKLYN NY,11228",-73.999294,40.6192319
"690","H & H MIDTOWN BAGELS EAST","1551 2 AVENUE,MANHATTAN NY,10028",-73.9545421,40.7744711
"691","H & C BAKERY","7006 18 AVENUE,BROOKLYN NY,11204",-73.993428,40.616234
"692","GYU-KAKU","805 3 AVENUE,MANHATTAN NY,10022",-73.9705679,40.7554239
"693","GYU-KAKU","34 COOPER SQUARE,MANHATTAN NY,10003",-73.9914601,40.728255
"694","GYU-KAKU","321 WEST   44 STREET,MANHATTAN NY,10036",-73.9900458,40.7593023
"695","GYRO WORLD","6657 FRESH POND RD,QUEENS NY,11385",-73.8950747,40.7021777
"696","GYRO WORLD","19421 NORTHERN BOULEVARD,QUEENS NY,11358",-73.7869091,40.7581424
"697","GYRO UNO","2801 STEINWAY STREET,QUEENS NY,11103",-73.9136068,40.7653024
"698","GYRO SHACK GRILL","17908 UNION TPKE,QUEENS NY,11366",-73.7886414,40.7264876
"699","GYRO PLACE","473 MCDONALD AVENUE,BROOKLYN NY,11218",-73.9791207,40.6426119
"700","GYRO KING","26 NEWKIRK PLAZA,BROOKLYN NY,11226",-73.9627059,40.6349802
"701","GYRO KING","2450 WALTON AVENUE,BRONX NY,10468",-73.9004471,40.8621999
"702","GYRO HUT","1043 CONEY ISLAND AVE,BROOKLYN NY,11230",-73.9664357,40.6321764
"703","GYRO GRILL","6302 WOODHAVEN BOULEVARD,QUEENS NY,11374",-73.8695734,40.7241515
"704","Gyro Greek Style","211 KINGS HWY,BROOKLYN NY,11223",-73.9836068,40.6055583
"705","GYRO EXPRESS","7706 21ST AVE,QUEENS NY,11370",-73.8925541,40.7705314
"706","GYRO EXPRESS","3160 CONEY ISLAND AVE,BROOKLYN NY,11235",-73.9601035,40.5789787
"707","GYRO EXPRESS","8744 PARSONS BLVD,QUEENS NY,11432",-73.8000385,40.7028982
"708","GYRO CORNER","1205 BOWERY STREET,BROOKLYN NY,11224",-73.9798727,40.574926
"709","GYRO CORNER","3269 FRANCIS LEWIS BOULEVARD,QUEENS NY,11358",-73.7903848,40.7675833
"710","GYRO CAFE","580 CONEY ISLAND AVE,BROOKLYN NY,11218",-73.970207,40.643152
"711","GYRO CAFE","188 PARKSIDE AVE,BROOKLYN NY,11226",-73.9612,40.654848
"712","GYRO & BOWL","5924 KISSENA BLVD,QUEENS NY,11355",-73.8154335,40.7401771
"713","GYM SPORTS BAR","167 8 AVENUE,MANHATTAN NY,10011",-74.0008205,40.7426384
"714","GUZAN JAPANESE CUISINE & BAR","1534 3 AVENUE,MANHATTAN NY,10028",-73.954102,40.779215
"715","GUYANA PALM COURT","17116 HILLSIDE AVENUE,QUEENS NY,11432",-73.7900194,40.7118535
"716","GUYANA EX POLICE ASSOCIATION OF AMERICA","609 EAST   53 STREET,BROOKLYN NY,11203",-73.9264555,40.6443654
"717","GUYANA BAKERY","17903 JAMAICA AVE,QUEENS NY,11432",-73.782287,40.7083042
"718","GUY'S AMERICAN KITCHEN & BAR","220 WEST   44 STREET,MANHATTAN NY,10036",-73.9872729,40.757658
"719","GUY R CAFE SNACK CORNER","14587 GUY R BREWER BOULEVARD,QUEENS NY,11434",-73.7682256,40.6640321
"720","GUY & GALLARD 8","180 MADISON AVENUE,MANHATTAN NY,10016",-73.9834426,40.7476446
"721","GUY & GALLARD","1001 6 AVENUE,MANHATTAN NY,10018",-73.9866031,40.7519758
"722","GUY & GALLARD","339 7 AVENUE,MANHATTAN NY,10001",-73.9928212,40.7474172
"723","GUY & GALLARD","120 EAST   34 STREET,MANHATTAN NY,10016",-73.9802022,40.7464441
"724","GUY & GALLARD","470 PARK AVENUE SOUTH,MANHATTAN NY,10016",-73.9826937,40.7457347
"725","GUY & GALLARD","240 WEST   40 STREET,MANHATTAN NY,10018",-73.9895484,40.7552412
"726","GUSTOSO JUICE LOUNGE","751B E GUN HILL RD,BRONX NY,10467",-73.8637812,40.8767291
"727","GUSSY'S BAR","2014 29 STREET,QUEENS NY,11105",-73.907892,40.780189
"728","GUS' AMERICAN GRILL","7206 NEW UTRECHT AVE,BROOKLYN NY,11228",-73.999635,40.618124
"729","GURRA CAFE","2325 ARTHUR AVENUE,BRONX NY,10458",-73.8891968,40.8539504
"730","GUNBAE","67 MURRAY ST,MANHATTAN NY,10007",-74.0102346,40.7146774
"731","GUN POST LANES SNACK BAR","1215 EAST GUN HILL ROAD,BRONX NY,10469",-73.8519768,40.8730259
"732","Gun Hill Post 271","720 NEREID AVE,BRONX NY,10466",-73.8537088,40.8979859
"733","GULSHAN TERRACE","5915 37 AVENUE,QUEENS NY,11377",-73.9027518,40.7498753
"734","GULLUOGLU BAKLAVA & CAFE","982 2 AVENUE,MANHATTAN NY,10022",-73.9674803,40.7559436
"735","GULLUOGLU BAKLAVA & CAFE","231 BRIGHTON BEACH AVENUE,BROOKLYN NY,11235",-73.9661342,40.5768677
"736","GUIZHOU NOODLES HOUSE","4142 MAIN ST,QUEENS NY,11355",-73.829293,40.756926
"737","GUIZHOU MIAOJIA NOODLES","13655 ROOSEVELT AVE,QUEENS NY,11354",-73.8282164,40.7602709
"738","GUIZHOU HUAXI WANG NOODLES","13335 ROOSEVELT AVE,QUEENS NY,11354",-73.8331317,40.7588187
"739","GUI YANG SNACKS","1915 AVENUE U,BROOKLYN NY,11229",-73.9521452,40.5994981
"740","GUI LIN MI FEN","13525 40TH RD,QUEENS NY,11354",-73.830733,40.7588489
"741","GUH SONG CHINESE RESTAURANT","4724 BELL BOULEVARD,QUEENS NY,11361",-73.7677342,40.7561606
"742","GUESTHOUSE RETSAURANT","282 BRIGHTON BEACH AVE,BROOKLYN NY,11235",-73.9645346,40.576708
"743","GUERRERO'S GROCERY & DELI","809 AVENUE U,BROOKLYN NY,11223",-73.9627186,40.5983294
"744","GUEROS BROOKLYN","605 PROSPECT PLACE,BROOKLYN NY,11238",-73.9565666,40.6751066
"745","GUCKENHEIMER @ TWITTER","245 W 17TH ST,MANHATTAN NY,10011",-73.999654,40.7414238
"746","GUCHUN PRIVATE KITCHEN","133-35 ROOSEVELT AVENUE,QUEENS NY,11354",-73.8331317,40.7588187
"747","GUAYACOS RESTAURANT","8142 BAXTER AVENUE,QUEENS NY,11373",-73.883262,40.746107
"748","GUAYACO FOOD & ROLLAS","727 FRANKLIN AVE,BROOKLYN NY,11238",-73.9566655,40.6737147
"749","GUAYACAN BAR & LOUNGE","18417 JAMAICA AVENUE,QUEENS NY,11423",-73.775493,40.70951
"750","GUASTAVINO'S","409 EAST   59 STREET,MANHATTAN NY,10022",-73.9609403,40.7594979
"751","GUARO DOMINICAN RESTAURANT","10701 37TH AVE,QUEENS NY,11368",-73.8610757,40.754105
"752","GUARDIAN LIFE EMPLOYEE CAFETERIA","7 HANOVER SQUARE,MANHATTAN NY,10004",-74.0096619,40.704046
"753","GUANTANAMERA","939 8 AVENUE,MANHATTAN NY,10019",-73.9838548,40.7659479
"754","GUANG MING","1764 1 AVENUE,MANHATTAN NY,10128",-73.94649,40.78027
"755","GUANG HUI RESTAURANT","125 DREISER LOOP,BRONX NY,10475",-73.8280875,40.8780218
"756","GUAN HIN RESTAURANT","3650 BAILEY AVE,BRONX NY,10463",-73.897986,40.8838032
"757","GUAN DONG YI JIA","4609 KISSENA BOULEVARD,QUEENS NY,11355",-73.8186762,40.7505648
"758","GUAJILLO RESTAURANT","2277 1ST AVE,MANHATTAN NY,10035",-73.9350973,40.7968819
"759","GUADALUPE BAR AND GRILL","597 WEST 207 STREET,MANHATTAN NY,10034",-73.9206566,40.8674246
"760","GUADALAJARA DE NOCHE","8509 ROOSEVELT AVENUE,QUEENS NY,11372",-73.8808473,40.7481505
"761","GUADALAJARA DE DIA NO. 2","566 SENECA AVENUE,QUEENS NY,11385",-73.9108513,40.7045542
"762","GUADALAJARA DE DIA","134 WYCKOFF AVENUE,BROOKLYN NY,11237",-73.9176561,40.7030946
"763","GUACUCO HOT DOGS","234 STARR STREET,BROOKLYN NY,11237",-73.9223175,40.7055448
"764","GUACUCO","44 IRVING AVENUE,BROOKLYN NY,11237",-73.9245998,40.7046099
"765","GUAC STAR/ZIGOLINIS","66 PEARL ST,MANHATTAN NY,10004",-74.0108313,40.7034852
"766","GT RICEBOWL RESTAURANT AND LOUNGE","11409 LIBERTY AVENUE,QUEENS NY,11419",-73.8282728,40.6858694
"767","GT PARADISE CARIBBEAN CUISINE","4208 CHURCH AVENUE,BROOKLYN NY,11203",-73.9377672,40.6513609
"768","GRUPPO","98 AVENUE B,MANHATTAN NY,10009",-73.9816985,40.7247616
"769","GRUNAUER","1578 1ST AVE,MANHATTAN NY,10028",-73.9509108,40.7742778
"770","GRULLON BAKERY","3522 BROADWAY,MANHATTAN NY,10031",-73.9505084,40.8258412
"771","GRULLON BAKERY","575 WEST  187 STREET,MANHATTAN NY,10033",-73.9306389,40.8530573
"772","GRUENEBAUM'S BAKERY &CAFE","5663 RIVERDALE AVENUE,BRONX NY,10471",-73.9051346,40.9062181
"773","GROVE SMOOTHIE KING, RED MANGO, ILLY","0 JFK INTERNATIONAL AIRPOR,QUEENS NY,11430",-73.7781391,40.6413111
"774","GROUP M","498 7 AVENUE,MANHATTAN NY,10018",-73.989662,40.7527648
"775","GROUNDED","28 JANE STREET,MANHATTAN NY,10014",-74.00343,40.737976
"776","Ground-Central","800 2ND AVE,MANHATTAN NY,10017",-73.971655,40.7500617
"777","GROUND SUPPORT CAFE","399 WEST BROADWAY,MANHATTAN NY,10012",-74.0018491,40.7242595
"778","GROUND LEVEL  PUB & GRUB","958 POST AVENUE,STATEN ISLAND NY,10302",-74.1327872,40.6318902
"779","GROUND CENTRAL COFFEE COMPANY","155 EAST 52 STREET,MANHATTAN NY,10022",-73.9703594,40.7574943
"780","Grotto Restaurant","8901 3RD AVE,BROOKLYN NY,11209",-74.031955,40.6215571
"781","GROTTO AZZURA PIZZERIA","8505 21 AVENUE,BROOKLYN NY,11214",-73.9953806,40.6036064
"782","GROTTA AZZURRA","177 MULBERRY STREET,MANHATTAN NY,10013",-73.9970444,40.7203258
"783","GROOVE","125 MACDOUGAL STREET,MANHATTAN NY,10012",-74.0001954,40.7306014
"784","GROM","233 BLEECKER STREET,MANHATTAN NY,10014",-74.0024801,40.7306131
"785","GROM","1796 BROADWAY,MANHATTAN NY,10019",-73.9813201,40.7672514
"786","GRK Fresh Greek","111 FULTON STREET,MANHATTAN NY,10038",-74.0065609,40.7099264
"787","GRK","451 LEXINGTON AVE,MANHATTAN NY,10017",-73.9745593,40.7530467
"788","GRITO MEXICAN GRILL","1555 ST NICHOLAS AVENUE,MANHATTAN NY,10040",-73.9309199,40.8535879
"789","GRINI'S GRILL & RESTAURANT","100 WEST  143 STREET,MANHATTAN NY,10030",-73.9376491,40.8191987
"790","GRINI'S BAKERY","645 LENOX AVE,MANHATTAN NY,10037",-73.9376224,40.8186935
"791","GRINDHAUS","275 VAN BRUNT STREET,BROOKLYN NY,11231",-74.0105476,40.6791799
"792","GRIND","431 AVENUE P,BROOKLYN NY,11223",-73.971457,40.6090042
"793","GRIN AFRICAN AMERICAN RESTAURANT","454 EAST  168 STREET,BRONX NY,10456",-73.9074696,40.8314295
"794","GRIMALDI'S","656 6 AVENUE,MANHATTAN NY,10010",-73.9941266,40.7410457
"795","GRIMALDI'S","24202 61 AVENUE,QUEENS NY,11362",-73.7385742,40.7543546
"796","GRIMALDI'S","1 FRONT STREET,BROOKLYN NY,11201",-73.993238,40.7026415
"797","GRIMALDI'S","1215 SURF AVENUE,BROOKLYN NY,11224",-73.9800897,40.5758281
"798","GRILL'S DELIGHT & JUICE BAR","587 5 AVENUE,BROOKLYN NY,11215",-73.9899085,40.6644814
"799","GRILL WORKS","1974 2ND AVE,MANHATTAN NY,10029",-73.9443093,40.7876077
"800","GRILL STOP CHICKEN SHACK","15412 ROCKAWAY BLVD,QUEENS NY,11434",-73.7770033,40.6635452
"801","GRILL POINT","6954 MAIN STREET,QUEENS NY,11367",-73.8237117,40.7297888
"802","GRILL ON THE HILL","1624 AMSTERDAM AVE,MANHATTAN NY,10031",-73.9501493,40.82232
"803","GRILL ON LEE","108 LEE AVENUE,BROOKLYN NY,11211",-73.9588396,40.7044002
"804","GRILL CHICKEN","3001 STRATTON STREET,QUEENS NY,11354",-73.8344631,40.7701132
"805","GRILL 212","212 WEST   80 STREET,MANHATTAN NY,10024",-73.9788612,40.7840384
"806","GRILL 21","346 E 21ST ST,MANHATTAN NY,10010",-73.9801727,40.7358712
"807","GRILL 149 PLUS","355 EAST  149 STREET,BRONX NY,10455",-73.9191563,40.8166872
"808","GRIFFIS FACULTY CLUB","521 EAST   68 STREET,MANHATTAN NY,10065",-73.9542568,40.7641379
"809","GRIFF'S PLACE","702 NEW DORP LANE,STATEN ISLAND NY,10306",-74.1005999,40.5656984
"810","GRIDDLE CAFE DELI","3018 HUNTERS POINT AVE,QUEENS NY,11101",-73.9379064,40.7396292
"811","GREY LADY/GOA TACO/PARATHA TACO","77 DELANCEY STREET,MANHATTAN NY,10002",-73.990219,40.718826
"812","GREY DOLPHIN SPORTS BAR & LOUNGE","22320 LINDEN BLVD,QUEENS NY,11411",-73.7368574,40.6938914
"813","GREY BAR & RESTAURANT","43 WEST   26 STREET,MANHATTAN NY,10010",-73.9906268,40.7446014
"814","GREGORYS COFFEE","551 7 AVENUE,MANHATTAN NY,10018",-73.9881459,40.75437
"815","GREGORYS COFFEE","356 7TH AVE,MANHATTAN NY,10001",-73.9928131,40.7484046
"816","GREGORY'S COFFEE","520 8TH AVE,MANHATTAN NY,10018",-73.9919341,40.753645
"817","GREGORY'S COFFEE","874 AVENUE OF THE AMERICAS,MANHATTAN NY,10001",-73.9890832,40.7477283
