"","ZZ.S.PIZZA...GRILL","X1.RICHMOND.TERRACE.STATEN.ISLAND.NY.10301","X.74.0751202","X40.642211"
"14001","Juanita's","8415 NORTHERN BLVD,QUEENS NY,11372",NA,NA
"14002","JUANITA NATIONAL COFFEE","12711 WILLETS POINT BOULEVARD,QUEENS NY,11368",NA,NA
"14003","JUAN VALDEZ CAFE","140 EAST   57 STREET,MANHATTAN NY,10022",NA,NA
"14004","JUAN VALDEZ CAFE","0 JFK AIRPORT,QUEENS NY,11430",NA,NA
"14005","JUAN BAR","9615D ROOSEVELT AVE,QUEENS NY,11368",NA,NA
"14006","JS PERRY'S DINER","2783 3RD AVE,BRONX NY,10455",NA,NA
"14007","JR'S DINER","5816 59TH ST,QUEENS NY,11378",NA,NA
"14008","JR. BELLA'S PIZZA & PASTA 2","1955 FLATBUSH AVENUE,BROOKLYN NY,11234",NA,NA
"14009","JR. BELLA'S","760 CONEY ISLAND AVENUE,BROOKLYN NY,11218",NA,NA
"14010","JR RESTAURANT AT JAMAICIA","13675 ROOSEVELT AVENUE,QUEENS NY,11354",NA,NA
"14011","JR PRIMOS RESTAURANT","698 ALLERTON AVENUE,BRONX NY,10467",NA,NA
"14012","JR PRIMOS II RESTAURANT","4986 BROADWAY,MANHATTAN NY,10034",NA,NA
"14013","JR GOURMET DELI & PRODUCE","2045 BARTOW AVENUE,BRONX NY,10475",NA,NA
"14014","JR & SON","575 LORIMER STREET,BROOKLYN NY,11211",NA,NA
"14015","JPMC CAFETERIA","383 MADISON AVENUE,MANHATTAN NY,10179",NA,NA
"14016","JPAN SUSHI RESTAURANT","287 5 AVENUE,BROOKLYN NY,11215",NA,NA
"14017","JP'S WATERSIDE RESTAURANT","703 MINNIEFORD AVE,BRONX NY,10464",NA,NA
"14018","JP'S BAR","2953 GRAVESEND NECK ROAD,BROOKLYN NY,11229",NA,NA
"14019","JP STREET","52 E 8TH ST,MANHATTAN NY,10003",NA,NA
"14020","JP MORGAN CHASE","383 MADISON AVE,MANHATTAN NY,10017",NA,NA
"14021","Joyful Yummy House","13335 ROOSEVELT AVE,QUEENS NY,11354",NA,NA
"14022","JOYFUL DRAGON CHINESE RESTAURANT","2829 EDSON AVENUE,BRONX NY,10469",NA,NA
"14023","JOYCE'S WEST INDIES RESTAURANT","5013 AVENUE D,BROOKLYN NY,11203",NA,NA
"14024","JOYCE'S TAVERN","3823 RICHMOND AVE,STATEN ISLAND NY,10312",NA,NA
"14025","JOYCE BAKESHOP","632 VANDERBILT AVENUE,BROOKLYN NY,11238",NA,NA
"14026","JOYA HALL","63108 WOODHAVEN BLVD,QUEENS NY,11374",NA,NA
"14027","JOYA","215 COURT STREET,BROOKLYN NY,11201",NA,NA
"14028","JOY SIANG RESTAURANT","4121 NATIONAL STREET,QUEENS NY,11368",NA,NA
"14029","JOY LUCK SEAFOOD RESTAURANT","2050 86 STREET,BROOKLYN NY,11214",NA,NA
"14030","JOY KITCHEN CHINESE RESTAURANT","497 7 AVENUE,BROOKLYN NY,11215",NA,NA
"14031","JOY KITCHEN","497 7TH AVE,BROOKLYN NY,11215",NA,NA
"14032","JOY INDIAN RESTAURANT","301 FLATBUSH AVENUE,BROOKLYN NY,11217",NA,NA
"14033","JOY GARDEN RESTAURANT","687 MORRIS PARK AVENUE,BRONX NY,10462",NA,NA
"14034","JOY GARDEN","482 RIVERDALE AVENUE,BROOKLYN NY,11207",NA,NA
"14035","JOY CURRY & TANDOOR","148 EAST   46 STREET,MANHATTAN NY,10017",NA,NA
"14036","JOY CURRY & TANDOOR","32 WEST   39 STREET,MANHATTAN NY,10018",NA,NA
"14037","JOY BURGER BAR","361 6TH AVE,MANHATTAN NY,10014",NA,NA
"14038","JOY BURGER BAR","1567 LEXINGTON AVE,MANHATTAN NY,10029",NA,NA
"14039","JOY & SNOOK RESTAURANT AND BAKERY","762 NOSTRAND AVENUE,BROOKLYN NY,11216",NA,NA
"14040","JOUVAY NIGHT CLUB","14702 LIBERTY AVENUE,QUEENS NY,11435",NA,NA
"14041","JOUR ET NUIT CAFE AND RESTAURANT","2804 STEINWAY STREET,QUEENS NY,11103",NA,NA
"14042","JOU JOU CAFE (Presbyterian hospital)","3959 BROADWAY,MANHATTAN NY,10032",NA,NA
"14043","JOU JOU CAFE","603 WEST  168 STREET,MANHATTAN NY,10032",NA,NA
"14044","JOSIE'S RESTAURANT","300 AMSTERDAM AVENUE,MANHATTAN NY,10023",NA,NA
"14045","JOSIE'S BAR","520 EAST    6 STREET,MANHATTAN NY,10009",NA,NA
"14046","JOSIE WOOD'S PUB","11 WAVERLY PLACE,MANHATTAN NY,10003",NA,NA
"14047","JOSHUE DELI & JUICE BAR","173 WEST BURNSIDE AVENUE,BRONX NY,10453",NA,NA
"14048","JOSHUA TREE","513 3 AVENUE,MANHATTAN NY,10016",NA,NA
"14049","JOSEPH'S RISTORANTE","3 HANOVER SQUARE,MANHATTAN NY,10004",NA,NA
"14050","JOSEPH'S PIZZA","295 E GUN HILL RD,BRONX NY,10467",NA,NA
"14051","JOSEPH'S DREAM BURGER","1899 CONEY ISLAND AVE,BROOKLYN NY,11230",NA,NA
"14052","JOSEPH LEONARD","170 WAVERLY PLACE,MANHATTAN NY,10014",NA,NA
"14053","JOSEPH DREAM BURGER","6185 STRICKLAND AVENUE,BROOKLYN NY,11234",NA,NA
"14054","JOSE FISH MARKET","8104 ROOSEVELT AVENUE,QUEENS NY,11372",NA,NA
"14055","JOSE EL PATRON","5309 106TH ST,QUEENS NY,11368",NA,NA
"14056","JORGE'S RESTAURANT","689 SENECA AVENUE,QUEENS NY,11385",NA,NA
"14057","JORA RESTAURANT AND BAR","4746 11TH ST,QUEENS NY,11101",NA,NA
"14058","JOPHSUA 19","13406 JAMAICA AVENUE,QUEENS NY,11418",NA,NA
"14059","JOOSED BY LLOYD'S","1555 LEXINGTON AVE,MANHATTAN NY,10029",NA,NA
"14060","JOONG KOOG JIP","20316 NORTHERN BLVD,QUEENS NY,11361",NA,NA
"14061","JOONG HAN BOON (CHINESE-KOREAN DUMPLINGS AND NOODLE)","13620 ROOSEVELT AVE,QUEENS NY,11354",NA,NA
"14062","JOOMAKGOL","3526 FARRINGTON ST,QUEENS NY,11354",NA,NA
"14063","JONNY'S PANINI NYC","423 9TH AVE,MANHATTAN NY,10001",NA,NA
"14064","JONGRO BBQ","15514 ROOSEVELT AVE,QUEENS NY,11354",NA,NA
"14065","JONGRO BBQ","22 W 32ND ST,MANHATTAN NY,10001",NA,NA
"14066","JONG RO BBQ RESTAURANT/GOLDEN PIG","4553 BELL BOULEVARD,QUEENS NY,11361",NA,NA
"14067","JONES WOOD FOUNDRY","401 EAST   76 STREET,MANHATTAN NY,10021",NA,NA
"14068","JONES REAVIS & PAGUE LLP","222 EAST   41 STREET,MANHATTAN NY,10017",NA,NA
"14069","JONATTAN RESTAURANT","624 MORRIS AVE,BRONX NY,10451",NA,NA
"14070","JOLOFF","1168 BEDFORD AVENUE,BROOKLYN NY,11216",NA,NA
"14071","JOLLY TINKER","2875 WEBESTER AVENUE,BRONX NY,10458",NA,NA
"14072","JOLLIBEE","6229 ROOSEVELT AVENUE,QUEENS NY,11377",NA,NA
"14073","JOLIE PATISSERIE","2453 7TH AVE,MANHATTAN NY,10030",NA,NA
"14074","JOLIE CANTINA","241 SMITH STREET,BROOKLYN NY,11231",NA,NA
"14075","JOJU","8325 BROADWAY,QUEENS NY,11373",NA,NA
"14076","JOJO'S PIZZA","9502 CHURCH AVENUE,BROOKLYN NY,11212",NA,NA
"14077","JOJO PIZZA #2","906 E 180TH ST,BRONX NY,10460",NA,NA
"14078","JOHNY'S LUNCHEONETTE","124 WEST   25 STREET,MANHATTAN NY,10001",NA,NA
"14079","JOHNSON BAR-B-Q","790 E 163RD ST,BRONX NY,10456",NA,NA
"14080","JOHNS PIZZA","1788 WESTCHESTER AVENUE,BRONX NY,10472",NA,NA
"14081","JOHNS CAFE & RESTURANT","823 SECOND AVENUE,MANHATTAN NY,10017",NA,NA
"14082","JOHNNYS ICES","157 PROSPECT PARK SOUTH WEST,BROOKLYN NY,11218",NA,NA
"14083","JOHNNY'S RESTAURANT BAR & LOUNGE","10709 ROCKAWAY BOULEVARD,QUEENS NY,11417",NA,NA
"14084","JOHNNY'S REEF RESTAURANT","2 CITY ISLAND AVE,BRONX NY,10464",NA,NA
"14085","JOHNNY'S PIZZA RESTAURANT","535 EAST  180 STREET,BRONX NY,10457",NA,NA
"14086","JOHNNY'S PIZZA","5806 5 AVENUE,BROOKLYN NY,11220",NA,NA
"14087","JOHNNY'S GRILL","9406 3RD AVE,BROOKLYN NY,11209",NA,NA
"14088","JOHNNY'S FRIED CHICKEN","1350 SHAKESPEARE AVE,BRONX NY,10452",NA,NA
"14089","JOHNNY'S CAFE","6039 FRESH POND ROAD,QUEENS NY,11378",NA,NA
"14090","JOHNNY'S BAR","90 GREENWICH AVENUE,MANHATTAN NY,10011",NA,NA
"14091","JOHNNY'S BAKERY","1365 PROSPECT AVENUE,BRONX NY,10459",NA,NA
"14092","JOHNNY UTAHS","25 WEST   51 STREET,MANHATTAN NY,10019",NA,NA
"14093","JOHNNY ROCKETS","930 3 AVENUE,MANHATTAN NY,10022",NA,NA
"14094","JOHNNY ROCKETS","8028 COOPER AVENUE,QUEENS NY,11385",NA,NA
"14095","JOHNNY PUMPS","7518 5 AVENUE,BROOKLYN NY,11209",NA,NA
"14096","JOHNNY MACK'S BAR","1114 8 AVENUE,BROOKLYN NY,11215",NA,NA
"14097","JOHN'S RESTAURANT","302 EAST   12 STREET,MANHATTAN NY,10003",NA,NA
"14098","JOHN'S RESTAURANT","16210 JAMAICA AVENUE,QUEENS NY,11432",NA,NA
"14099","JOHN'S PIZZERIA AND RESTAURANT","8340 PARSONS BOULEVARD,QUEENS NY,11432",NA,NA
"14100","JOHN'S PIZZERIA","2376 ARTHUR AVENUE,BRONX NY,10458",NA,NA
"14101","JOHN'S PIZZERIA","278 BLEECKER STREET,MANHATTAN NY,10014",NA,NA
"14102","JOHN'S PIZZERIA","8502 GRAND AVENUE,QUEENS NY,11373",NA,NA
"14103","JOHN'S PIZZA AND RESTAURANT","126 LINCOLN AVENUE,STATEN ISLAND NY,10306",NA,NA
"14104","JOHN'S PIZZA","11115 LEFFERTS BOULEVARD,QUEENS NY,11420",NA,NA
"14105","JOHN'S PIZZA","260 WEST   44 STREET,MANHATTAN NY,10036",NA,NA
"14106","JOHN'S LUNCHEONETTE","331 EAST GUN HILL ROAD,BRONX NY,10467",NA,NA
"14107","JOHN'S FRIED CHICKEN","512 WEST 207 STREET,MANHATTAN NY,10034",NA,NA
"14108","JOHN'S FAMOUS DELI","15 INNIS STREET,STATEN ISLAND NY,10302",NA,NA
"14109","JOHN'S DONUT & COFFEE SHOP","481 MYRTLE AVENUE,BROOKLYN NY,11205",NA,NA
"14110","JOHN'S DINER","1786 WESTCHESTER AVENUE,BRONX NY,10472",NA,NA
"14111","JOHN'S DELI","7423 AMBOY ROAD,STATEN ISLAND NY,10307",NA,NA
"14112","JOHN'S DELI","2033 STILLWELL AVE,BROOKLYN NY,11223",NA,NA
"14113","JOHN'S DELI","2438 STILLWELL AVENUE,BROOKLYN NY,11223",NA,NA
"14114","JOHN'S CAFE","1525 GATES AVE,BROOKLYN NY,11237",NA,NA
"14115","JOHN'S BAR","6463 DRY HARBOR RD,QUEENS NY,11379",NA,NA
"14116","JOHN SULLIVAN'S PUB","210 W 35TH ST,MANHATTAN NY,10001",NA,NA
"14117","JOHN MULLIGAN'S FIRESIDE PUB","4272 KATONAH AVENUE,BRONX NY,10470",NA,NA
"14118","JOHN JAY DINING HALL","515 WEST  114 STREET,MANHATTAN NY,10027",NA,NA
"14119","JOHN HUGHES KNIGHTS OF COLUMBUS CLUB","1305 86 STREET,BROOKLYN NY,11228",NA,NA
"14120","JOHN DORY OYSTER BAR","16 WEST   29 STREET,MANHATTAN NY,10001",NA,NA
"14121","JOHN DOE'S","253 5TH AVE,MANHATTAN NY,10016",NA,NA
"14122","JOHN BROWN SMOKEHOUSE","1043 44 DRIVE,QUEENS NY,11101",NA,NA
"14123","JOHN ANTHONY'S","2 WEST   35 STREET,MANHATTAN NY,10001",NA,NA
"14124","JOHN & TONYS PIZZA","1097 1 AVENUE,MANHATTAN NY,10065",NA,NA
"14125","JOHN & JOE PIZZERIA & RESTAURANT","749 LYDIG AVENUE,BRONX NY,10462",NA,NA
"14126","JOHANA RESTAURANT","1386 DEKALB AVENUE,BROOKLYN NY,11221",NA,NA
"14127","JOHAL DELI","945 COLUMBUS AVENUE,MANHATTAN NY,10025",NA,NA
"14128","JOEY'S PLACE","8414 ASTORIA BOULEVARD,QUEENS NY,11370",NA,NA
"14129","JOEY'S PIZZERIA","6907 GRAND AVENUE,QUEENS NY,11378",NA,NA
"14130","JOEY PEPPERONIS PIZZA AND FAT BOYS CHICKEN AND RIBS","16614 JAMAICA AVE,QUEENS NY,11432",NA,NA
"14131","JOEY PEPPERONIS PIZZA","222 1 AVENUE,MANHATTAN NY,10009",NA,NA
"14132","Joey Pepperoni's Pizza","1032 6TH AVE,MANHATTAN NY,10018",NA,NA
"14133","JOEY PEPPERONI'S PIZZA","114 E FORDHAM RD,BRONX NY,10468",NA,NA
"14134","JOEY PEPPERONI","493 2ND AVE,MANHATTAN NY,10016",NA,NA
"14135","JOEY PEPPERONI","381 BROADWAY,MANHATTAN NY,10013",NA,NA
"14136","JOEL'S","1615 PALMETTO STREET,QUEENS NY,11385",NA,NA
"14137","JOE'S SICILIAN BAKERY","21216 48 AVENUE,QUEENS NY,11364",NA,NA
"14138","JOE'S SHANGHAI RESTAURANT","13621 37TH AVE,QUEENS NY,11354",NA,NA
"14139","JOE'S SHANGHAI RESTAURANT","9 PELL STREET,MANHATTAN NY,10013",NA,NA
"14140","JOE'S SHANGHAI RESTAURANT","24 WEST   56 STREET,MANHATTAN NY,10019",NA,NA
"14141","JOE'S RESTAURANT","6611 FOREST AVENUE,QUEENS NY,11385",NA,NA
"14142","JOE'S PUB","425 LAFAYETTE STREET,MANHATTAN NY,10003",NA,NA
"14143","JOE'S PLACE","1841 WESTCHESTER AVENUE,BRONX NY,10472",NA,NA
"14144","JOE'S PIZZERIA RESTAURANT & DELI","6116 FLUSHING AVENUE,QUEENS NY,11378",NA,NA
"14145","JOE'S PIZZERIA RESTAURANT","1121 LIBERTY AVENUE,BROOKLYN NY,11208",NA,NA
"14146","JOE'S PIZZA AND PASTA RESTAURANT","9508 JAMAICA AVE,QUEENS NY,11421",NA,NA
"14147","JOE'S PIZZA & PASTA","5607 MARATHON PKWY,QUEENS NY,11362",NA,NA
"14148","JOE'S PIZZA","349 5 AVENUE,BROOKLYN NY,11215",NA,NA
"14149","JOE'S PIZZA","483 5 AVENUE,BROOKLYN NY,11215",NA,NA
"14150","JOE'S PIZZA","211 8 AVENUE,MANHATTAN NY,10011",NA,NA
"14151","JOE'S PIZZA","1858 ARCHER STREET,BRONX NY,10460",NA,NA
"14152","JOE'S PIZZA","216 BEDFORD AVE,BROOKLYN NY,11249",NA,NA
"14153","JOE'S PIZZA","150 EAST   14 STREET,MANHATTAN NY,10003",NA,NA
"14154","JOE'S PIZZA","714 EAST  187 STREET,BRONX NY,10458",NA,NA
"14155","JOE'S PIZZA","703 EAST  233 STREET,BRONX NY,10466",NA,NA
"14156","JOE'S PIZZA","3009 MIDDLETOWN ROAD,BRONX NY,10461",NA,NA
"14157","JOE'S PIZZA","259 PROSPECT PARK WEST,BROOKLYN NY,11215",NA,NA
"14158","JOE'S OF AVE U","287 AVENUE U,BROOKLYN NY,11223",NA,NA
"14159","JOE'S LOBSTER HOUSE","4707 ARTHUR KILL RD,STATEN ISLAND NY,10309",NA,NA
"14160","JOE'S LOBSTER HOUSE","1898 HYLAN BOULEVARD,STATEN ISLAND NY,10305",NA,NA
"14161","JOE'S GINGER RESTAURANT","25 PELL STREET,MANHATTAN NY,10013",NA,NA
"14162","JOE'S FAMOUS PIZZERIA","61-09 SPRINGFIELD BOULEVARD,QUEENS NY,11364",NA,NA
"14163","JOE'S CRAB SHACK","9250 59TH AVE,QUEENS NY,11373",NA,NA
"14164","JOE'S CRAB SHACK","200 BAYCHESTER AVE,BRONX NY,10475",NA,NA
"14165","JOE'S CRAB SHACK","2349 FREDERICK DOUGLASS BLVD,MANHATTAN NY,10027",NA,NA
"14166","JOE'S BAR & GRILL","257 AVENUE U,BROOKLYN NY,11223",NA,NA
"14167","JOE'S","480 AMSTERDAM AVENUE,MANHATTAN NY,10024",NA,NA
"14168","JOE:THE ART OF COFFEE","514 COLUMBUS AVENUE,MANHATTAN NY,10024",NA,NA
"14169","JOE: THE ART OF COFFEE","44 GRAND CENTRAL TERMINAL,MANHATTAN NY,10017",NA,NA
"14170","JOE: THE ART OF COFFEE","405 WEST   23 STREET,MANHATTAN NY,10011",NA,NA
"14171","JOE-THE ART OF COFFEE","9 EAST   13 STREET,MANHATTAN NY,10003",NA,NA
"14172","JOE JR. RESTAURANT","167 3RD AVE,MANHATTAN NY,10003",NA,NA
"14173","JOE JOE PIZZERIA","739 HENDERSON AVENUE,STATEN ISLAND NY,10310",NA,NA
"14174","JOE G  RESTAURANT (DA VINCI HOTEL)","244 WEST   56 STREET,MANHATTAN NY,10019",NA,NA
"14175","JOE COFFEE/KIOSK","44 GRAND CENTRAL TERMINAL,MANHATTAN NY,10017",NA,NA
"14176","JOE COFFEE SHOP","435 W 23RD ST,MANHATTAN NY,10011",NA,NA
"14177","JOE COFFEE","37 E 8TH ST,MANHATTAN NY,10003",NA,NA
"14178","JOE COFFEE","1045 LEXINGTON AVENUE,MANHATTAN NY,10021",NA,NA
"14179","JOE COFFEE","131 WEST   21 STREET,MANHATTAN NY,10011",NA,NA
"14180","JOE BROADWAYS BILLIARDS","2178 FOREST AVENUE,STATEN ISLAND NY,10303",NA,NA
"14181","JOE BROADWAY'S SPORT CLUB","4029 HYLAN BLVD,STATEN ISLAND NY,10308",NA,NA
"14182","JOE ALLEN RESTAURANT","326 WEST   46 STREET,MANHATTAN NY,10036",NA,NA
"14183","JOE & THE JUICE","67 SPRING ST,MANHATTAN NY,10012",NA,NA
"14184","JOE & PAT'S PIZZERIA","1758 VICTORY BOULEVARD,STATEN ISLAND NY,10314",NA,NA
"14185","JOE & MISSES DOE","45 EAST    1 STREET,MANHATTAN NY,10003",NA,NA
"14186","JOE & JOHN'S PIZZA RESTAURANT","5910 MYRTLE AVE,QUEENS NY,11385",NA,NA
"14187","JOE & JOHN TOTO'S RESTAURANT","809 FATHER CAPODANNO BLVD,STATEN ISLAND NY,10305",NA,NA
"14188","JOE","187 COLUMBUS AVE,MANHATTAN NY,10023",NA,NA
"14189","JOE","141 WAVERLY PLACE,MANHATTAN NY,10014",NA,NA
"14190","JOE","550 WEST  120 STREET,MANHATTAN NY,10027",NA,NA
"14191","JODY'S CLUB","372 FOREST AVENUE,STATEN ISLAND NY,10301",NA,NA
"14192","JOANNE TRATTORIA","70 W 68TH ST,MANHATTAN NY,10023",NA,NA
"14193","JO JUICE AND SALAD BAR","1065 BEDFORD AVE,BROOKLYN NY,11216",NA,NA
"14194","JO JO PIZZA & BURGERS","231B E 149TH ST,BRONX NY,10451",NA,NA
"14195","JO JO PIZZA","1545 WESTCHESTER AVENUE,BRONX NY,10472",NA,NA
"14196","JO JO","160 EAST   64 STREET,MANHATTAN NY,10065",NA,NA
"14197","JM PIZZA","263 BEACH 20TH ST,QUEENS NY,11691",NA,NA
"14198","JM COFFEE SHOP & BAKERY","171-06 JAMAICA AVE,QUEENS NY,11432",NA,NA
"14199","JKJ 41","14908 41ST AVE,QUEENS NY,11355",NA,NA
"14200","JK BAKERY","140-14 28th Road,QUEENS NY,11354",NA,NA
"14201","JK & SONS COFFEE SHOP","801 BROADWAY,BROOKLYN NY,11206",NA,NA
"14202","JJM CAFE","6310 20TH AVE,BROOKLYN NY,11204",NA,NA
"14203","JJACK BAR-ROOM","16410 NORTHERN BOULEVARD,QUEENS NY,11358",NA,NA
"14204","JJ'S JAMAICAN RESTAURANT","711 FLATBUSH AVENUE,BROOKLYN NY,11225",NA,NA
"14205","JJ'S COFFEE SHOP AND RESTAURANT FRITAILLE","4021 GLENWOOD ROAD,BROOKLYN NY,11210",NA,NA
"14206","JJ'S CAFE","524 WEST   59 STREET,MANHATTAN NY,10019",NA,NA
"14207","JJ s ASIAN FUSION","3705 31 AVENUE,QUEENS NY,11103",NA,NA
"14208","JJ GARDEN RESTAURANT","7521 31 AVENUE,BRONX NY,11370",NA,NA
"14209","JJ DELI","3619 REVIEW AVENUE,QUEENS NY,11101",NA,NA
"14210","JJ BROWN CUP","1707 2ND AVE,MANHATTAN NY,10128",NA,NA
"14211","JIVAMUKTEA CAFE","841 BROADWAY,MANHATTAN NY,10012",NA,NA
"14212","JIREH RESTAURANT","8715 18 AVENUE,BROOKLYN NY,11214",NA,NA
"14213","JIREH HOT BAGEL & CAFE","9522 AVENUE L,BROOKLYN NY,11236",NA,NA
"14214","JINMEN B.B.Q. NY.1","4418 KISSENA BLVD,QUEENS NY,11355",NA,NA
"14215","JING XIN CHINESE FOOD TAKE OUT","359 EAST  138 STREET,BRONX NY,10454",NA,NA
"14216","JING WOK KITCHEN INC","323 NOSTRAND AVE,BROOKLYN NY,11216",NA,NA
"14217","JING WAY FOOD","706 60TH ST,BROOKLYN NY,11220",NA,NA
"14218","JING WAH CHINESE RESTAURANT","8720 LIBERTY AVE,QUEENS NY,11417",NA,NA
"14219","JING STAR RESTAURANT","27 DIVISION STREET,MANHATTAN NY,10002",NA,NA
"14220","JING LUNG CHINESE RESTAURANT","1242 NOSTRAND AVENUE,BROOKLYN NY,11225",NA,NA
"14221","JING FU HOUSE","9549 ROOSEVELT AVENUE,QUEENS NY,11372",NA,NA
"14222","JING FONG RESTAURANT","20 ELIZABETH STREET,MANHATTAN NY,10013",NA,NA
"14223","JIN XIN CHINESE RESTAURANT","1023 OGDEN AVENUE,BRONX NY,10452",NA,NA
"14224","JIN SUSHI & THAI","1708 E 16TH ST,BROOKLYN NY,11229",NA,NA
"14225","JIN RAMEN UWS","462 AMSTERDAM AVE,MANHATTAN NY,10024",NA,NA
"14226","JIN RAMEN","3183 BROADWAY,MANHATTAN NY,10027",NA,NA
"14227","JIN JIN HONG KONG CAFE","6224 18 AVENUE,BROOKLYN NY,11204",NA,NA
"14228","JIN FENG RESTAURANT","2-6 ELDRIDGE STREET,MANHATTAN NY,10002",NA,NA
"14229","JIN FENG FISH BALL","4140 MAIN STREET,QUEENS NY,11355",NA,NA
"14230","JIN DAL LAE 7","3530 UNION ST,QUEENS NY,11354",NA,NA
"14231","JIN CHENG RESTAURANT","14238 ROOSEVELT AVE,QUEENS NY,11354",NA,NA
"14232","JIMMYS PIZZA","561 WILSON AVENUE,BROOKLYN NY,11207",NA,NA
"14233","JIMMYS AMERICAN GRILL & BAR","990 6 AVENUE,MANHATTAN NY,10018",NA,NA
"14234","JIMMY'S TRATTORIA","4573 BELL BOULEVARD,QUEENS NY,11361",NA,NA
"14235","JIMMY'S PLACE","7118 13 AVENUE,BROOKLYN NY,11228",NA,NA
"14236","JIMMY'S ON THE GO","536 EAST  168 STREET,BRONX NY,10456",NA,NA
"14237","JIMMY'S ON 7TH STREET","43 EAST    7 STREET,MANHATTAN NY,10003",NA,NA
"14238","JIMMY'S HOUSE CHINESE CUISINE","162 EAST   25 STREET,MANHATTAN NY,10010",NA,NA
"14239","JIMMY'S DINER","577 UNION AVENUE,BROOKLYN NY,11211",NA,NA
"14240","JIMMY'S CORNER","140 WEST   44 STREET,MANHATTAN NY,10036",NA,NA
"14241","JIMMY'S","90 CALYER STREET,BROOKLYN NY,11222",NA,NA
"14242","JIMMY'S","1001 CASTLE HILL AVE,BRONX NY,10472",NA,NA
"14243","JIMMY RYAN'S","3005 MIDDLETOWN ROAD,BRONX NY,10461",NA,NA
"14244","JIMMY MAX RESTAURANT","280 WATCHOGUE ROAD,STATEN ISLAND NY,10314",NA,NA
"14245","JIMMY JOHN'S","1919 HYLAN BLVD,STATEN ISLAND NY,10305",NA,NA
"14246","JIMMY JOHN'S","2714 HYLAN BLVD,STATEN ISLAND NY,10306",NA,NA
"14247","JIMMY JOHN'S","3237 RICHMOND AVE,STATEN ISLAND NY,10312",NA,NA
"14248","JIMMY FINGERS CARIBBEAN CUISINE & SEAFOOD","5601 CLARENDON RD,BROOKLYN NY,11203",NA,NA
"14249","Jimmy Deli Grill","2254 EAST TREMONT AVENUE,BRONX NY,10462",NA,NA
"14250","JIMMY","27 GRAND ST,MANHATTAN NY,10013",NA,NA
"14251","JIMMIE STEINY'S PUB","3 HYATT STREET,STATEN ISLAND NY,10301",NA,NA
"14252","JIMBOS HAMBURGER","3869 10 AVENUE,MANHATTAN NY,10034",NA,NA
"14253","JIMBO'S HAMBURGERS","703 LENOX AVE,MANHATTAN NY,10039",NA,NA
"14254","JIMBO'S HAMBURGER PLACE","991 FIRST AVENUE,MANHATTAN NY,10022",NA,NA
"14255","JIMBO'S HAMBURGER PLACE","690 MELROSE AVENUE,BRONX NY,10455",NA,NA
"14256","JIMBO'S HAMBURGER PLACE","301 WEST  154 STREET,MANHATTAN NY,10039",NA,NA
"14257","JIMBO'S HAMBURGER PALACE","2048 AMSTERDAM AVENUE,MANHATTAN NY,10032",NA,NA
"14258","JIMBO'S HAMBURGER PALACE","346 DEVOE AVENUE,BRONX NY,10460",NA,NA
"14259","JIMBO'S HAMBURGER PALACE","117 DYCKMAN ST,MANHATTAN NY,10040",NA,NA
"14260","JIMBO'S HAMBURGER PALACE","1025 EAST  163 STREET,BRONX NY,10459",NA,NA
"14261","JIMBO'S HAMBURGER PALACE","912 SOUNDVIEW AVE,BRONX NY,10473",NA,NA
"14262","JIMBO'S HAMBURGER PALACE","528 WEST  145 STREET,MANHATTAN NY,10031",NA,NA
"14263","JIMBO'S HAMBURGER PALACE","4137 WHITE PLAINS ROAD,BRONX NY,10466",NA,NA
"14264","JIMBO'S HAMBURGER PALACE","232 WILLIS AVE,BRONX NY,10454",NA,NA
"14265","JIMBO'S HAMBURGER","515 EAST TREMONT AVENUE,BRONX NY,10457",NA,NA
"14266","JIMBO'S HAMBURGER","2027 LEXINGTON AVE,MANHATTAN NY,10035",NA,NA
"14267","JIMBO'S BURGER PALACE","535 LENOX AVENUE,MANHATTAN NY,10037",NA,NA
"14268","JIMBO'S BAR & RESTAURAUNT","3005 ASTORIA BOULEVARD,QUEENS NY,11102",NA,NA
"14269","JIMBO'S","284 LENOX AVE,MANHATTAN NY,10027",NA,NA
"14270","JIM'S CHINA KING","563 SENECA AVENUE,QUEENS NY,11385",NA,NA
"14271","JIM BYRNE WEE PUB","9301 95 AVENUE,QUEENS NY,11416",NA,NA
"14272","JIM BRADY'S RESTAURANT","75 MAIDEN LANE,MANHATTAN NY,10038",NA,NA
"14273","JILLY'S COFFEE SHOP","2185 SCHENECTADY AVE,BROOKLYN NY,11234",NA,NA
"14274","Jill Lindsey","370 MYRTLE AVE,BROOKLYN NY,11205",NA,NA
"14275","JIKJI CAFE","JFK INT'L AIRPORT,QUEENS NY,11430",NA,NA
"14276","JIB LANES","6719 PARSONS BOULEVARD,QUEENS NY,11365",NA,NA
"14277","JIANG NAN LOU RESTAURANT","13525A 40TH RD,QUEENS NY,11354",NA,NA
"14278","JIAN ON CHINESE RESTAURANT","26805 HILLSIDE AVENUE,QUEENS NY,11040",NA,NA
"14279","JIAN CHINESE RESTAURANT","25435 HORACE HARDING EXPRESSWAY,QUEENS NY,11362",NA,NA
"14280","JIA XING RESTAURANT","430 4TH AVE,BROOKLYN NY,11215",NA,NA
"14281","JIA XIANG KITCHEN","806 56TH ST,BROOKLYN NY,11220",NA,NA
