,NAME,lat,lng,NTAName,spot_type
571,Henoch Gallery,40.75002819,-74.00531476,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
572,Hirschl & Adler Galleries,40.77076084,-73.96647641,Upper East Side-Carnegie Hill,art_gallery
573,Historical Design Collection Inc,40.76138938,-73.96284773,Lenox Hill-Roosevelt Island,art_gallery
574,Hochman Irena Fine Art Ltd,40.77848561,-73.96078341,Upper East Side-Carnegie Hill,art_gallery
575,HOFFELD JEFFREY & CO,40.77816244,-73.9489083,Yorkville,art_gallery
576,Holmberg I,40.75150285,-73.98065902,Murray Hill-Kips Bay,art_gallery
577,Honda Fine Art,40.72642838,-73.9924632,West Village,art_gallery
578,Hoorn-Ashby Gallery,40.76788288,-73.96860379,Upper East Side-Carnegie Hill,art_gallery
579,Horan Vivian Fine Art,40.76853707,-73.96707384,Upper East Side-Carnegie Hill,art_gallery
580,Horus Art Enterprises,40.76480382,-73.96351076,Lenox Hill-Roosevelt Island,art_gallery
581,Howard Greenberg Gallery,40.76244505,-73.97186783,Midtown-Midtown South,art_gallery
582,Howard Nowes Ancient Art,40.7469112,-73.98814827,Midtown-Midtown South,art_gallery
583,Howard Scott Gallery,40.7746112,-73.95345448,Yorkville,art_gallery
584,Hubert Gallery,40.77694751,-73.96187638,Upper East Side-Carnegie Hill,art_gallery
585,Hubert Gallery North,40.77687206,-73.96193403,Upper East Side-Carnegie Hill,art_gallery
586,Hut Gallery the,40.68807177,-73.98698066,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,art_gallery
587,Hutton Leonard Galleries,40.7623751,-73.97191597,Midtown-Midtown South,art_gallery
588,Hutton Leonard Galleries Facs,40.76231286,-73.97196242,Midtown-Midtown South,art_gallery
589,Hw Gerst,40.77531718,-73.96458036,Upper East Side-Carnegie Hill,art_gallery
590,I & L Image Corp,40.74654219,-74.00694992,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
591,I C Editions,40.74877351,-74.00516169,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
592,I Perry,40.72561867,-74.00978327,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
593,Illustration House Inc,40.74424858,-73.99252245,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
594,Images Corporate Art Services,40.7570848,-73.96308722,Turtle Bay-East Midtown,art_gallery
595,Incredibleart.Com Inc,40.72091221,-74.00204405,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
596,Indians On Columbus,40.78373479,-73.97464955,Upper West Side,art_gallery
597,Infinity Fine Arts Inc,40.7495165,-74.00371025,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
598,Inner City Art Gallery Inc,40.8135293,-73.94456809,Central Harlem North-Polo Grounds,art_gallery
599,Innovative Art Gallery Inc,40.73816931,-73.99954514,West Village,art_gallery
600,Inter Art Gallery,40.74805554,-74.00418891,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
601,International Print Center New York,40.75004718,-74.00429062,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
602,Irit Baniel Studio,40.71640453,-73.95735398,North Side-South Side,art_gallery
603,Ise Art Foundation,40.72392227,-73.99864412,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
604,Isselbacher Gallery Inc,40.78033057,-73.95822258,Upper East Side-Carnegie Hill,art_gallery
605,J Cacciola Galleries,40.75206092,-74.00583688,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
606,J M Art Gallery,40.76582551,-73.98154615,Midtown-Midtown South,art_gallery
607,Jadite Galleries,40.76396461,-73.98967473,Clinton,art_gallery
608,Jain Marunouchi Gallery,40.76343013,-73.97565215,Midtown-Midtown South,art_gallery
609,James Cohan Gallery,40.7503964,-74.0040987,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
610,James Graham & Sons Gallery,40.77588116,-73.96267507,Upper East Side-Carnegie Hill,art_gallery
611,Jane St Lifer Fine Art Inc,40.7770141,-73.98862442,Lincoln Square,art_gallery
612,Janoray Charles Llc,40.77484441,-73.96416054,Upper East Side-Carnegie Hill,art_gallery
613,Japanese Art Dealers Assoc of Ny,40.77479192,-73.96394359,Upper East Side-Carnegie Hill,art_gallery
614,Jbpa Llc,40.73683276,-73.99677783,West Village,art_gallery
615,Jeff Lewis Studio,40.72321298,-74.00896057,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
616,Jeffrey Coploff Fine Art Ltd,40.74985463,-74.00382219,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
617,Jimmy's Art Gallery,40.7781549,-73.98122671,Lincoln Square,art_gallery
618,Joan Peck Limited Art Gallery,40.77350104,-73.97885635,Lincoln Square,art_gallery
619,Joan Whalen Fine Art,40.76338705,-73.97556494,Midtown-Midtown South,art_gallery
620,John Elder Gallery,40.74664084,-74.00677134,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
621,John McEnroe Gallery,40.72208699,-74.00213616,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
622,John Stevenson Gallery,40.74572696,-74.00007742,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
623,Jonathan Shorr Gallery,40.72411875,-73.99657105,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
624,Judaica Illuminations,40.61677558,-73.96395886,Ocean Parkway South,art_gallery
625,Julie Artisans Gallery,40.7677819,-73.9686677,Upper East Side-Carnegie Hill,art_gallery
626,Julie Saul Gallery,40.74789792,-74.00619866,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
627,JUNE BATEMAN FINE  GALLERY,40.74367565,-73.9893707,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
628,K S Art,40.71764124,-74.00518748,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
629,Kahan Fine Art Galleries Ltd,40.76682971,-73.95504393,Lenox Hill-Roosevelt Island,art_gallery
630,Kaller-Kimche R Inc,40.77345637,-73.96473207,Upper East Side-Carnegie Hill,art_gallery
631,Kang Byung,40.77867171,-73.96128971,Upper East Side-Carnegie Hill,art_gallery
632,Kapoor Galleries Inc,40.7752396,-73.96257907,Upper East Side-Carnegie Hill,art_gallery
633,Kashya Hildebrand,40.74968946,-74.00443297,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
634,Katherine Blackburne Studios,40.72325271,-74.00924361,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
635,Kathryn Markel Fine Arts Inc,40.74671947,-74.00693866,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
636,Katz Steven,40.73552236,-73.98920391,Gramercy,art_gallery
637,Keats R Stuart,40.74776391,-73.97949841,Murray Hill-Kips Bay,art_gallery
638,Keith Copley Gallery,40.75569251,-74.00074259,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
639,Keith de Lellis Gallery,40.77664162,-73.96155652,Upper East Side-Carnegie Hill,art_gallery
640,Kelly June Gallery,40.72507391,-73.99753865,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
641,Kem Art Studio,40.73593099,-73.99409339,West Village,art_gallery
642,Kempner Jim Fine Art,40.74796363,-74.00425507,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
643,Kenkeleba Gallery,40.72203677,-73.98286541,Lower East Side,art_gallery
644,Kent Gallery,40.74986992,-74.00473858,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
645,Kentler International Drawing Space,40.67694141,-74.01299286,Carroll Gardens-Columbia Street-Red Hook,art_gallery
646,Keogh & Riehlman Fine Art,40.77253251,-73.96541796,Upper East Side-Carnegie Hill,art_gallery
647,Keya Gallery,40.70762945,-74.01076961,Battery Park City-Lower Manhattan,art_gallery
648,Kim Foster Gallery,40.74654934,-74.00686533,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
649,Kind Phylis Gallery,40.74652399,-73.99586876,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
650,King David Art Gallery,40.74315985,-73.99400408,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
651,"Kinz, Tillou + Feigen",40.7466394,-74.00701008,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
652,Klagsbrun Nicole Gallery,40.7499731,-74.00433593,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
653,Klotz Sirmon Gallery,40.74962416,-74.00395717,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
654,Kokon Inc,40.76744319,-73.9674822,Upper East Side-Carnegie Hill,art_gallery
655,Kraus Carole Ltd,40.7552543,-73.9935019,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
656,Kraushaar Galleries,40.77564019,-73.96115441,Upper East Side-Carnegie Hill,art_gallery
657,Kravets Wehby,40.74710853,-74.00604109,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
658,Kravets Wehby Gallery,40.74707249,-74.00627468,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
659,Krienke Kendra,40.78367572,-73.97094199,Upper West Side,art_gallery
660,L A Cotton,40.76390488,-73.97082633,Upper East Side-Carnegie Hill,art_gallery
661,La Belle Epoque Vintage Posters Inc,40.77838511,-73.97835368,Lincoln Square,art_gallery
662,Lally J J & Co,40.76247459,-73.97193281,Midtown-Midtown South,art_gallery
663,Lamontage,40.74995615,-74.00587275,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
664,Landy Fine Art,40.71492376,-73.98517984,Lower East Side,art_gallery
665,Langotsky Gamba,40.7270818,-74.00861745,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
666,Lehman College - Art Gallery,40.87458975,-73.89291006,Van Cortlandt Village,art_gallery
667,Lehmann Maupin,40.75019805,-74.00481382,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
668,Lelong Galerie,40.75004374,-74.00419548,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
669,Lemmons Durham Contemporary Art,40.74986484,-74.00593617,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
670,Lennon Weinberg Inc,40.74911049,-74.00412151,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
671,Leo Castelli Gallery,40.7750123,-73.96371065,Upper East Side-Carnegie Hill,art_gallery
672,Leo Kaplan Modern Ltd,40.76109138,-73.97007752,Turtle Bay-East Midtown,art_gallery
673,Leo Koenig Inc,40.74887767,-74.00588392,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
674,Leon Tovar Gallery,40.77112199,-73.96652982,Upper East Side-Carnegie Hill,art_gallery
675,Leslie-Lohman Gay Art Foundation,40.72565728,-74.0002743,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
676,Levin Betty,40.76240336,-73.97198517,Midtown-Midtown South,art_gallery
677,Levine Elizabeth & Assocs,40.78986636,-73.97752234,Upper West Side,art_gallery
678,Lewitt Fine Art Gallery,40.77635843,-73.96271301,Upper East Side-Carnegie Hill,art_gallery
679,Lexington Art & Frame Co,40.76517409,-73.96626234,Upper East Side-Carnegie Hill,art_gallery
680,Limner Gallery,40.74758822,-73.98905874,Midtown-Midtown South,art_gallery
681,Decor Art Gallery,40.74722503,-73.9766441,Murray Hill-Kips Bay,art_gallery
682,Decor Art Gallery Inc,40.74042555,-73.98154386,Murray Hill-Kips Bay,art_gallery
683,Decor Art Gallery Inc,40.74199628,-73.99753555,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
684,Decor Art Gallery VII+,40.73636204,-73.98527373,Gramercy,art_gallery
685,Deitch Projects,40.72203364,-74.00256827,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
686,Demirjian Torkom,40.77424074,-73.96384991,Upper East Side-Carnegie Hill,art_gallery
687,Demu Gallery,40.68639582,-73.9740749,Fort Greene,art_gallery
688,Denise Bibro Fine Art,40.74677236,-74.00695182,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
689,Dennis De Lorenzo Gallery,40.76581474,-73.97027929,Upper East Side-Carnegie Hill,art_gallery
690,Derek Eller Gallery,40.74450714,-73.98825307,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
691,Dickinson Roundell Inc,40.7682544,-73.96854541,Upper East Side-Carnegie Hill,art_gallery
692,Dollhaus,40.71084128,-73.96730076,North Side-South Side,art_gallery
693,Donson Theodore B Ltd,40.76332076,-73.97573603,Midtown-Midtown South,art_gallery
694,Dorfman Projects,40.74671947,-74.00682775,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
695,Dorsky Carol,40.77303693,-73.9649229,Upper East Side-Carnegie Hill,art_gallery
696,Doug Meyer Fine Art,40.61278272,-73.93693176,Georgetown-Marine Park-Bergen Beach-Mill Basin,art_gallery
697,Downtown Arts Festival,40.70981333,-74.00737811,Battery Park City-Lower Manhattan,art_gallery
698,Downtown Music Gallery,40.71165385,-73.99592592,Chinatown,art_gallery
699,Dranoff Fine Art,40.72499658,-73.99738556,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
700,Dresden Art Galries,40.74975506,-73.99099244,Midtown-Midtown South,art_gallery
701,DUMBO Arts Center,40.7034732,-73.98981275,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,art_gallery
702,Duncan Ligoa,40.77169855,-73.96590831,Upper East Side-Carnegie Hill,art_gallery
703,E Art Group,40.74883453,-73.99390782,Midtown-Midtown South,art_gallery
704,Eastern Arts Inc,40.73799489,-74.00670811,West Village,art_gallery
705,Edward Thorp Gallery,40.74981056,-74.00608115,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
706,Edwynn Houk Gallery,40.76341083,-73.97334239,Midtown-Midtown South,art_gallery
707,Eileen Walters Gallery,40.78498335,-73.98109485,Upper West Side,art_gallery
708,Elga Wimmer,40.75010231,-74.00432687,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
709,Elizabeth Dee Gallery,40.7468852,-74.00753313,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
710,Elizabeth Harris Gallery,40.74657937,-74.00677134,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
711,Elizabeth Mayer Fine Art,40.77222815,-73.96383795,Upper East Side-Carnegie Hill,art_gallery
712,Elizabeth Moore Fine Art,40.76910952,-73.96285621,Upper East Side-Carnegie Hill,art_gallery
713,Elizabeth Wang Gallery,40.76559751,-73.97162703,Upper East Side-Carnegie Hill,art_gallery
714,Elkon Gallery Inc,40.7777238,-73.96186682,Upper East Side-Carnegie Hill,art_gallery
715,Elliot Stevens Ltd,40.7565026,-73.97334597,Turtle Bay-East Midtown,art_gallery
716,Emily Harvey Gallery,40.72350584,-73.99900175,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
717,Environment Home Furnshngs Inc,40.76208203,-73.96555408,Lenox Hill-Roosevelt Island,art_gallery
718,Equatorial America Inc,40.7557595,-73.96424712,Turtle Bay-East Midtown,art_gallery
719,Equitable Appraisal Co Inc,40.77397695,-73.96428936,Upper East Side-Carnegie Hill,art_gallery
720,Equity Art Brokers,40.75528418,-73.9661194,Turtle Bay-East Midtown,art_gallery
721,Equity Art Brokers,40.74367716,-73.99114641,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
722,Erotics Gallery,40.73707046,-73.99057186,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
723,Esso Gallery,40.75024969,-74.00381837,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
724,Exhibit A,40.72505669,-73.99769215,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
725,Exit Art,40.75624293,-73.99850449,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
726,Exotiqa II,40.84660712,-73.78597885,Pelham Bay-Country Club-City Island,art_gallery
727,Eye Jammie Fine Arts Gallery,40.74926699,-74.00430836,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
728,Eyebeam Atelier,40.74698648,-74.0070564,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
729,Ezair Gallery,40.77214609,-73.96488957,Upper East Side-Carnegie Hill,art_gallery
730,Faith Art Gallery Corp,40.69145797,-73.98502184,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,art_gallery
731,Feature Inc,40.74938528,-74.00465743,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
732,Fields Walter,40.72434453,-73.97999416,Lower East Side,art_gallery
733,Fifty-Five Mercer Gallery,40.72199019,-74.00122059,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
734,Findlay David Galleries,40.77671113,-73.95786468,Upper East Side-Carnegie Hill,art_gallery
735,Findlay David Jr Fine Art,40.76231666,-73.97174887,Midtown-Midtown South,art_gallery
736,Findlay Peter Gallery,40.76223773,-73.97180039,Midtown-Midtown South,art_gallery
737,Fine Art Acquisitions,40.72359332,-74.00029974,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
738,Fine Art Alacarte,40.70636686,-74.00380156,Battery Park City-Lower Manhattan,art_gallery
739,Fine Art Services & Transport,40.73823239,-73.92883941,Hunters Point-Sunnyside-West Maspeth,art_gallery
740,First Street Gallery,40.74996793,-74.00443447,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
741,Fischbach Gallery,40.74989671,-74.00602113,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
742,Flushing Art Gallery,40.76141732,-73.83041138,Flushing,art_gallery
743,Focal Point Gallery,40.84756078,-73.78685976,Pelham Bay-Country Club-City Island,art_gallery
744,Folin Riva Inc,40.74660509,-74.00707399,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
745,Folklorica,40.75983435,-73.97503919,Midtown-Midtown South,art_gallery
746,Forbes Magazine Galleries,40.73502191,-73.99479483,West Village,art_gallery
747,Forrest Scott Group,40.72397526,-73.99647309,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
748,Fortress Fae Worldwide,40.74335663,-73.95653685,Hunters Point-Sunnyside-West Maspeth,art_gallery
749,Fortress Ny,40.74338983,-73.95672413,Hunters Point-Sunnyside-West Maspeth,art_gallery
750,Fortuna Fine Arts Ltd,40.77485986,-73.96344115,Upper East Side-Carnegie Hill,art_gallery
751,Forum Gallery,40.76329345,-73.97342331,Midtown-Midtown South,art_gallery
752,Fowa Enterprises Corp,40.71331565,-73.99701259,Chinatown,art_gallery
753,Franklin Bowles Galleries,40.72526683,-74.00094987,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
754,Franklin Parrasch Gallery,40.76337208,-73.97543422,Midtown-Midtown South,art_gallery
755,Frederick Schultz Ancient Art,40.78690228,-73.98069884,Upper West Side,art_gallery
756,Fredericks Freiser Gallery,40.74706889,-74.00519619,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
757,Frederieke Taylor Gallery,40.74784537,-74.0062383,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
758,Frei-Nathan Susan Fine Works On Paper Llc,40.77433136,-73.95473116,Yorkville,art_gallery
759,Friedman Vallois Llc,40.7685893,-73.96744386,Upper East Side-Carnegie Hill,art_gallery
760,Friedrich Petzel Gallery,40.74785399,-74.00609559,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
761,Frielich Bros-Deutsch Bros,40.72722478,-73.99481412,West Village,art_gallery
762,Friends of Bezalel Academy,40.75313967,-73.98073127,Murray Hill-Kips Bay,art_gallery
763,Fulton Plaza,40.70958977,-74.00704683,Battery Park City-Lower Manhattan,art_gallery
764,Fulton St Art Gallery,40.70746874,-74.00589066,Battery Park City-Lower Manhattan,art_gallery
765,G P L Promotions Ltd,40.74955564,-73.98207161,Murray Hill-Kips Bay,art_gallery
766,Gagosian Gallery Chelsea,40.74908344,-74.00539201,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
767,Gagosian Gallery Uptown,40.77483506,-73.96358045,Upper East Side-Carnegie Hill,art_gallery
768,Galerie Des Arts Ltd,40.77441872,-73.96420493,Upper East Side-Carnegie Hill,art_gallery
769,Galerie Thomas,40.73581223,-74.00283704,West Village,art_gallery
770,Galleria On Third,40.74640198,-73.97718802,Murray Hill-Kips Bay,art_gallery
771,Galleria Ramis Barquet Ny Ltd,40.76241422,-73.97179188,Midtown-Midtown South,art_gallery
772,Gallery 151,40.72674329,-73.99204714,West Village,art_gallery
773,Gallery 292,40.72505116,-74.00008646,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
774,Gallery 49,40.76183839,-73.98751492,Clinton,art_gallery
775,Gallery 71 Inc,40.76963622,-73.96299599,Upper East Side-Carnegie Hill,art_gallery
776,Gallery 91,40.72140577,-74.00215738,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
777,Gallery at the American Bible Society,40.77025398,-73.98273876,Lincoln Square,art_gallery
778,Gallery at the New York School of Interior Design,40.76856417,-73.96246363,Upper East Side-Carnegie Hill,art_gallery
779,Gallery Bai Inc,40.76059646,-73.99627932,Clinton,art_gallery
780,Gallery Henoch,40.75012695,-74.00526086,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
781,Gallery of Ireland,40.74795987,-73.91369901,Hunters Point-Sunnyside-West Maspeth,art_gallery
782,Gardner & Barr Inc,40.76174806,-73.96278276,Lenox Hill-Roosevelt Island,art_gallery
783,Garth Clark Gallery,40.76328542,-73.97564541,Midtown-Midtown South,art_gallery
784,Garth Clark Gallery's Project Space,40.74618054,-73.94831899,Hunters Point-Sunnyside-West Maspeth,art_gallery
785,Gasser & Grunert,40.74558378,-74.0073622,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
786,Gavin Brown's Enterprise Corp,40.73054991,-74.00859302,West Village,art_gallery
787,Generous Miracles Space Ltd,40.74669373,-74.00701009,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
788,George Adams Gallery,40.75025399,-74.00402678,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
789,George Billis Gallery,40.75007756,-74.00542748,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
790,Geos Art Gallery and Tuxedos,40.69203361,-73.7506114,St. Albans,art_gallery
791,Gerold Wunderlich & Co,40.76374157,-73.97659531,Midtown-Midtown South,art_gallery
792,Gian Enzo Sperone,40.72978029,-74.00803261,West Village,art_gallery
793,Giraud Pissarro Segalot,40.76906697,-73.96355105,Upper East Side-Carnegie Hill,art_gallery
794,Gleason Tim Gallery,40.7217016,-73.99427302,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
795,Global Passages Inc,40.76214537,-73.96551116,Lenox Hill-Roosevelt Island,art_gallery
796,Godel & Co Inc,40.77181139,-73.96478601,Upper East Side-Carnegie Hill,art_gallery
797,Goedhuis Contemporary Ltd,40.77396711,-73.96297173,Upper East Side-Carnegie Hill,art_gallery
798,Goethe-Institut Wyoming Building,40.72634319,-73.99111875,East Village,art_gallery
799,Golden Caren Fine Arts,40.75008938,-74.0045047,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
800,Goodman James Gallery,40.76227754,-73.97187972,Midtown-Midtown South,art_gallery
801,Grant Gallery,40.72044661,-74.00244284,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
802,Great Modern Pictures,40.74843275,-73.98565422,Midtown-Midtown South,art_gallery
803,Greeley Square Gallery,40.74704275,-73.98769078,Midtown-Midtown South,art_gallery
804,Green Essie Galleries Inc,40.82638148,-73.94466951,Hamilton Heights,art_gallery
805,Greene Naftali Inc,40.75003598,-74.0043835,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
806,Greene Space Gallery,40.72450899,-74.00004007,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
807,Littlejohn Contemporary Art,40.76233983,-73.97203416,Midtown-Midtown South,art_gallery
808,Lizan Tops Associates,40.7849199,-73.95713277,Upper East Side-Carnegie Hill,art_gallery
809,Lladro Museum & Collector's Society,40.76412964,-73.97625732,Midtown-Midtown South,art_gallery
810,Lladro USA,40.76421069,-73.97619602,Midtown-Midtown South,art_gallery
811,Location One,40.72098729,-74.00246503,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
812,Lombard-Fried Fine Arts Inc,40.75032119,-74.00376627,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
813,Long Fine Art,40.74172005,-74.00645063,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
814,Lower Manhattan Cultural Council,40.70660442,-74.00625208,Battery Park City-Lower Manhattan,art_gallery
815,Lublin Mary Fine Arts,40.76897164,-73.96345944,Upper East Side-Carnegie Hill,art_gallery
816,Lucas Schoormans Gallery,40.74976146,-74.00374214,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
817,Ludlow 38,40.71607367,-73.99014614,Chinatown,art_gallery
818,Luhring Augustine Gallery Inc,40.74910894,-74.0051018,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
819,Lumbard Jean,40.78759697,-73.95437532,East Harlem South,art_gallery
820,Lun Yee Assn,40.71679772,-73.99696834,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
821,Lunarbase Inc,40.71427465,-73.96034432,North Side-South Side,art_gallery
822,Lurie Tamar & Ranan,40.762467,-73.97398762,Midtown-Midtown South,art_gallery
823,M & R Sayer Fine Art Llc,40.77012253,-73.96305316,Upper East Side-Carnegie Hill,art_gallery
824,M K J Art Gallery,40.73819666,-73.98242013,Gramercy,art_gallery
825,MacCarone Inc,40.73093144,-74.0084803,West Village,art_gallery
826,Malcolm Christian T Fine Arts Managemnt Svc,40.74846917,-73.99402296,Midtown-Midtown South,art_gallery
827,Manhattan Art,40.75031251,-73.9844838,Midtown-Midtown South,art_gallery
828,Mansion Gracie Gallery,40.72740796,-73.98886924,East Village,art_gallery
829,Marbella Gallery,40.77144369,-73.965305,Upper East Side-Carnegie Hill,art_gallery
830,Marc Jancou Contemporary,40.72749292,-73.99458298,West Village,art_gallery
831,Marc Jancou Fine Art Ltd,40.76877056,-73.96727019,Upper East Side-Carnegie Hill,art_gallery
832,Marcus Curt Gallery Inc,40.73199551,-73.99703426,West Village,art_gallery
833,Margaret Thatcher Projects,40.74850268,-74.00548674,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
834,Margo Feiden Galleries Ltd,40.73257492,-73.99482129,West Village,art_gallery
835,Marian Goodman Gallery,40.76338707,-73.97568502,Midtown-Midtown South,art_gallery
836,Marianne Boesky Gallery,40.74883917,-74.00424042,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
837,Marie Walsh Sharpe Art Foundation Art,40.72321957,-74.00938295,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
838,Markey Lawrence Inc,40.77388979,-73.9630306,Upper East Side-Carnegie Hill,art_gallery
839,Marlborough Gallery,40.7635578,-73.97630725,Midtown-Midtown South,art_gallery
840,Martin Lawrence Galleries,40.726129,-74.00024343,SoHo-TriBeCa-Civic Center-Little Italy,art_gallery
841,Martinez Gallery,40.75078087,-74.0030963,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
842,Mary Boone Gallery,40.76335676,-73.97320639,Midtown-Midtown South,art_gallery
843,Mary Ryan Gallery,40.76334399,-73.97559554,Midtown-Midtown South,art_gallery
844,Master Drawing Assoc,40.68805924,-73.92992226,Stuyvesant Heights,art_gallery
845,Master Framemakers,40.761933,-73.96508959,Lenox Hill-Roosevelt Island,art_gallery
846,Mathes Barbara Gallery,40.77696659,-73.96216484,Upper East Side-Carnegie Hill,art_gallery
847,Matthew Marks Gallery - 22nd St.,40.74729741,-74.00589658,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
848,Matthew Marks Gallery - 24th St.,40.74897108,-74.00474728,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
849,Max Protetech Gallery,40.74749803,-74.00529719,Hudson Yards-Chelsea-Flatiron-Union Square,art_gallery
850,Maxwell Davidson Gallery,40.76264197,-73.97461594,Midtown-Midtown South,art_gallery
851,Mc Dougal A,40.78655119,-73.98091304,Upper West Side,art_gallery
